Date,High,Low,Open,Close,Volume
2016-01-04,135.97000122070312,134.24000549316406,135.60000610351562,135.9499969482422,5229400.0
2016-01-05,136.88999938964844,134.85000610351562,136.75999450683594,135.85000610351562,3924800.0
2016-01-06,135.5800018310547,133.6199951171875,134.3800048828125,135.1699981689453,4310900.0
2016-01-07,135.02000427246094,132.42999267578125,133.6999969482422,132.86000061035156,7025800.0
2016-01-08,133.82000732421875,131.32000732421875,133.17999267578125,131.6300048828125,4762700.0
2016-01-11,133.82000732421875,131.75999450683594,131.80999755859375,133.22999572753906,4967000.0
2016-01-12,133.77999877929688,131.1300048828125,133.64999389648438,132.89999389648438,5078700.0
2016-01-13,134.27999877929688,131.10000610351562,133.5,131.1699981689453,4700100.0
2016-01-14,133.7899932861328,131.22000122070312,131.92999267578125,132.91000366210938,5709600.0
2016-01-15,130.8800048828125,128.8699951171875,130.00999450683594,130.02999877929688,9008500.0
2016-01-19,132.10000610351562,128.05999755859375,130.11000061035156,128.11000061035156,9979600.0
2016-01-20,123.98999786376953,118.0,118.45999908447266,121.86000061035156,16157800.0
2016-01-21,125.0999984741211,120.58000183105469,121.30000305175781,122.91000366210938,8851600.0
2016-01-22,124.73999786376953,121.7699966430664,124.66999816894531,122.5,9238400.0
2016-01-25,124.2300033569336,121.63999938964844,122.0999984741211,122.08000183105469,5446000.0
2016-01-26,123.61000061035156,122.23999786376953,122.25,122.58999633789062,4613700.0
2016-01-27,123.37000274658203,120.6500015258789,122.7300033569336,120.95999908447266,5026400.0
2016-01-28,122.83000183105469,121.01000213623047,121.26000213623047,122.22000122070312,3942500.0
2016-01-29,124.79000091552734,122.95999908447266,123.27999877929688,124.79000091552734,8248100.0
2016-02-01,125.29000091552734,123.70999908447266,124.4000015258789,124.83000183105469,3574900.0
2016-02-02,124.13999938964844,122.63999938964844,123.66999816894531,122.94000244140625,3287300.0
2016-02-03,125.44999694824219,122.29000091552734,123.98999786376953,124.72000122070312,6223500.0
2016-02-04,128.5,125.0,125.08000183105469,127.6500015258789,5195800.0
2016-02-05,128.63999938964844,125.8499984741211,127.22000122070312,128.57000732421875,7177700.0
2016-02-08,127.51000213623047,124.12999725341797,126.0,126.9800033569336,7364000.0
2016-02-09,126.93000030517578,123.7699966430664,126.12000274658203,124.06999969482422,5922600.0
2016-02-10,125.29000091552734,119.83999633789062,125.0,120.19000244140625,6469100.0
2016-02-11,119.66000366210938,116.9000015258789,118.77999877929688,117.8499984741211,7307600.0
2016-02-12,121.05000305175781,118.3499984741211,119.26000213623047,121.04000091552734,4936500.0
2016-02-16,123.08999633789062,121.33999633789062,121.83000183105469,122.73999786376953,4061400.0
2016-02-17,126.56999969482422,123.25,123.70999908447266,126.0999984741211,4821000.0
2016-02-18,134.0,129.75,130.0,132.4499969482422,9951600.0
2016-02-19,133.64999389648438,130.83999633789062,132.36000061035156,133.0800018310547,5125300.0
2016-02-22,134.30999755859375,132.41000366210938,133.0800018310547,133.77000427246094,4457400.0
2016-02-23,133.41000366210938,132.00999450683594,133.13999938964844,132.39999389648438,3439700.0
2016-02-24,133.49000549316406,129.67999267578125,131.5500030517578,132.8000030517578,4122600.0
2016-02-25,134.50999450683594,130.8800048828125,133.2899932861328,134.5,4353600.0
2016-02-26,134.9199981689453,131.9499969482422,134.50999450683594,132.02999877929688,4386200.0
2016-02-29,133.36000061035156,130.89999389648438,132.0,131.02999877929688,4428000.0
2016-03-01,134.63999938964844,132.02999877929688,132.24000549316406,134.3699951171875,3788500.0
2016-03-02,137.44000244140625,133.22000122070312,133.6999969482422,136.3000030517578,5217200.0
2016-03-03,137.9600067138672,136.07000732421875,137.22000122070312,137.8000030517578,5141200.0
2016-03-04,139.4199981689453,137.02000427246094,137.5399932861328,137.8000030517578,3968400.0
2016-03-07,140.50999450683594,136.8699951171875,137.27999877929688,140.14999389648438,5171000.0
2016-03-08,140.35000610351562,137.4199981689453,139.7100067138672,139.07000732421875,5579100.0
2016-03-09,142.1699981689453,139.22999572753906,139.30999755859375,140.41000366210938,4406500.0
2016-03-10,141.47000122070312,138.08999633789062,141.24000549316406,140.19000244140625,4009600.0
2016-03-11,142.9199981689453,140.50999450683594,141.72999572753906,142.36000061035156,4421900.0
2016-03-14,143.19000244140625,141.0399932861328,142.00999450683594,142.77999877929688,4048800.0
2016-03-15,143.3300018310547,141.5399932861328,141.74000549316406,142.9600067138672,3707500.0
2016-03-16,144.8800048828125,142.11000061035156,142.6199951171875,144.7899932861328,4221900.0
2016-03-17,147.32000732421875,144.4499969482422,144.77999877929688,147.0399932861328,5821600.0
2016-03-18,147.50999450683594,145.50999450683594,147.39999389648438,147.08999633789062,12089700.0
2016-03-21,148.7100067138672,146.72000122070312,147.3000030517578,148.6300048828125,3721600.0
2016-03-22,149.27999877929688,147.83999633789062,148.05999755859375,148.10000610351562,4081900.0
2016-03-23,148.02999877929688,145.1300048828125,148.0,145.39999389648438,4764200.0
2016-03-24,148.22000122070312,144.49000549316406,144.97999572753906,147.9499969482422,5044500.0
2016-03-28,148.64999389648438,147.22999572753906,147.75,148.39999389648438,3265100.0
2016-03-29,149.75999450683594,147.5,147.58999633789062,149.3300018310547,3116400.0
2016-03-30,150.41000366210938,148.32000732421875,149.9499969482422,148.41000366210938,3331200.0
2016-03-31,153.10000610351562,149.36000061035156,149.7899932861328,151.4499969482422,6780600.0
2016-04-01,152.9600067138672,150.25,150.50999450683594,152.52000427246094,3925500.0
2016-04-04,153.52000427246094,151.91000366210938,152.33999633789062,152.07000732421875,3931200.0
2016-04-05,151.60000610351562,149.64999389648438,151.42999267578125,150.0,3337000.0
2016-04-06,150.14999389648438,147.80999755859375,149.89999389648438,150.02000427246094,4152300.0
2016-04-07,149.60000610351562,148.0,149.07000732421875,148.25,3663000.0
2016-04-08,149.99000549316406,148.1199951171875,149.05999755859375,149.35000610351562,3293800.0
2016-04-11,151.9499969482422,149.22000122070312,150.25999450683594,149.25,3846100.0
2016-04-12,150.11000061035156,148.5800018310547,149.61000061035156,149.6300048828125,3507100.0
2016-04-13,151.22999572753906,149.6300048828125,150.75,151.22999572753906,3168400.0
2016-04-14,152.75999450683594,150.3800048828125,151.5,151.16000366210938,3158400.0
2016-04-15,152.10000610351562,150.9600067138672,151.0399932861328,151.72000122070312,3657600.0
2016-04-18,153.13999938964844,151.49000549316406,151.72000122070312,152.52999877929688,5737700.0
2016-04-19,146.9499969482422,142.61000061035156,146.47000122070312,144.0,13190200.0
2016-04-20,147.1999969482422,144.0,144.24000549316406,146.11000061035156,6754300.0
2016-04-21,150.1199951171875,146.4600067138672,146.5800018310547,149.3000030517578,6017700.0
2016-04-22,151.0,147.5,149.44000244140625,148.5,5191900.0
2016-04-25,148.89999389648438,147.11000061035156,148.16000366210938,148.80999755859375,2848900.0
2016-04-26,149.7899932861328,147.89999389648438,148.64999389648438,149.0800018310547,2979800.0
2016-04-27,150.77999877929688,148.97000122070312,149.35000610351562,150.47000122070312,3111200.0
2016-04-28,150.17999267578125,146.72999572753906,149.75,147.07000732421875,3791500.0
2016-04-29,147.33999633789062,144.19000244140625,146.49000549316406,145.94000244140625,4225800.0
2016-05-02,147.0,144.42999267578125,146.55999755859375,145.27000427246094,3502400.0
2016-05-03,144.89999389648438,142.89999389648438,144.64999389648438,144.1300048828125,3584300.0
2016-05-04,145.0,143.30999755859375,143.36000061035156,144.25,2577100.0
2016-05-05,147.3000030517578,145.4499969482422,145.9499969482422,146.47000122070312,6501200.0
2016-05-06,147.97000122070312,144.47000122070312,144.86000061035156,147.2899932861328,4895800.0
2016-05-09,148.1999969482422,147.00999450683594,147.6999969482422,147.33999633789062,4302400.0
2016-05-10,150.0399932861328,147.74000549316406,148.24000549316406,149.97000122070312,3982400.0
2016-05-11,151.08999633789062,148.74000549316406,149.7100067138672,148.9499969482422,3093000.0
2016-05-12,149.38999938964844,147.11000061035156,149.2100067138672,148.83999633789062,3249200.0
2016-05-13,149.86000061035156,147.4199981689453,148.7899932861328,147.72000122070312,2398000.0
2016-05-16,149.99000549316406,147.44000244140625,147.64999389648438,149.4600067138672,3069100.0
2016-05-17,149.5,147.2899932861328,149.2100067138672,148.0,3490600.0
2016-05-18,148.52000427246094,146.36000061035156,147.99000549316406,147.33999633789062,2491100.0
2016-05-19,146.92999267578125,143.9600067138672,146.47999572753906,144.92999267578125,3685600.0
2016-05-20,147.50999450683594,145.5500030517578,145.7100067138672,147.25,3671500.0
2016-05-23,147.9499969482422,146.66000366210938,147.61000061035156,146.77000427246094,2086600.0
2016-05-24,148.75,146.8800048828125,146.8800048828125,148.30999755859375,2929300.0
2016-05-25,152.08999633789062,148.5,148.92999267578125,151.69000244140625,4355300.0
2016-05-26,152.50999450683594,151.0500030517578,151.5500030517578,152.44000244140625,3023100.0
2016-05-27,152.92999267578125,152.14999389648438,152.35000610351562,152.83999633789062,2457100.0
2016-05-31,153.80999755859375,152.27000427246094,152.55999755859375,153.74000549316406,5836600.0
2016-06-01,153.27000427246094,151.5399932861328,153.0,152.50999450683594,2663400.0
2016-06-02,153.5,152.1199951171875,152.58999633789062,153.5,2635600.0
2016-06-03,153.0399932861328,151.6999969482422,152.39999389648438,152.88999938964844,2328300.0
2016-06-06,153.9499969482422,152.33999633789062,153.08999633789062,152.72999572753906,2378700.0
2016-06-07,153.92999267578125,152.66000366210938,153.30999755859375,153.3300018310547,4465000.0
